"","flux_umolm2sec","Error","last_inputf","last_time","codew","plot_code","sub_plot","collar_number","replica","day","month","year","measurement_code","treatment_code_partitioning","flux_umolm2sec_modeled","Outlier_id","flux_umolm2sec_no_outlier","MgC_year_per_ha"
"409",2.25483,"NA",0.32,100,"XXX-01_20_9999_2_25_9_2013_TOTAL_NA","XXX-01","20",9999,"2",25,9,2013,"TOTAL",NA,2.25483,0,2.25483,7.85105151802304
"410",1.76812,"NA",0.25,124,"XXX-01_21_9999_2_25_9_2013_TOTAL_NA","XXX-01","21",9999,"2",25,9,2013,"TOTAL",NA,1.76812,0,1.76812,6.15638483169325
"411",0.35301,"NA",0.04,124,"XXX-01_22_9999_2_25_9_2013_TOTAL_NA","XXX-01","22",9999,"2",25,9,2013,"TOTAL",NA,0.35301,-0.648665161861303,0.35301,1.22913909091919
"412",0.91418,"NA",0.12,124,"XXX-01_23_9999_2_25_9_2013_TOTAL_NA","XXX-01","23",9999,"2",25,9,2013,"TOTAL",NA,0.91418,-0.193025795503447,0.91418,3.18306669538116
"413",2.12065,"NA",0.29,110,"XXX-01_24_9999_2_25_9_2013_TOTAL_NA","XXX-01","24",9999,"2",25,9,2013,"TOTAL",NA,2.12065,0,2.12065,7.38385261935292
"414",3.28199,"NA",0.56,57,"XXX-01_25_9999_2_25_9_2013_TOTAL_NA","XXX-01","25",9999,"2",25,9,2013,"TOTAL",NA,3.28199,0.729506499622446,3.28199,11.4275012181124
"415",2.45945,"NA",0.34,96,"XXX-01_16_9999_2_25_9_2013_TOTAL_NA","XXX-01","16",9999,"2",25,9,2013,"TOTAL",NA,2.45945,0.0616489797906806,2.45945,8.5635141700269
"416",0.67829,"NA",0.09,124,"XXX-01_17_9999_2_25_9_2013_TOTAL_NA","XXX-01","17",9999,"2",25,9,2013,"TOTAL",NA,0.67829,-0.384555581718239,0.67829,2.36172559978351
"417",2.48196,"NA",0.35,91,"XXX-01_18_9999_2_25_9_2013_TOTAL_NA","XXX-01","18",9999,"2",25,9,2013,"TOTAL",NA,2.48196,0.0799258693904728,2.48196,8.64189132913455
"418",1.78815,"NA",0.25,124,"XXX-01_13_9999_2_25_9_2013_TOTAL_NA","XXX-01","13",9999,"2",25,9,2013,"TOTAL",NA,1.78815,0,1.78815,6.22612692396007
"419",1.03221,"NA",0.14,124,"XXX-01_14_9999_2_25_9_2013_TOTAL_NA","XXX-01","14",9999,"2",25,9,2013,"TOTAL",NA,1.03221,-0.0971918870421642,1.03221,3.59403320313219
"420",0.71194,"NA",0.09,124,"XXX-01_3_9999_2_25_9_2013_TOTAL_NA","XXX-01","3",9999,"2",25,9,2013,"TOTAL",NA,0.71194,-0.357233621032632,0.71194,2.47889092203905
"421",1.56454,"NA",0.22,124,"XXX-01_4_9999_2_25_9_2013_TOTAL_NA","XXX-01","4",9999,"2",25,9,2013,"TOTAL",NA,1.56454,0,1.56454,5.44754333675167
"422",2.55837,"NA",0.35,91,"XXX-01_7_9999_2_25_9_2013_TOTAL_NA","XXX-01","7",9999,"2",25,9,2013,"TOTAL",NA,2.55837,0.141966612807626,2.55837,8.90794191675851
"423",1.57681,"NA",0.21,124,"XXX-01_6_9999_2_25_9_2013_TOTAL_NA","XXX-01","6",9999,"2",25,9,2013,"TOTAL",NA,1.57681,0,1.57681,5.49026602632301
"424",2.13196,"NA",0.29,115,"XXX-01_5_9999_2_25_9_2013_TOTAL_NA","XXX-01","5",9999,"2",25,9,2013,"TOTAL",NA,2.13196,0,2.13196,7.42323270240523
"425",0.80917,"NA",0.11,124,"XXX-01_15_9999_2_25_9_2013_TOTAL_NA","XXX-01","15",9999,"2",25,9,2013,"TOTAL",NA,0.80917,-0.278288175640016,0.80917,2.81743428854446
"426",2.19079,"NA",0.3,105,"XXX-01_1_9999_2_19_10_2013_TOTAL_NA","XXX-01","1",9999,"2",19,10,2013,"TOTAL",NA,2.19079,0,2.19079,7.62807180814948
"427",1.28146,"NA",0.18,124,"XXX-01_2_9999_2_19_10_2013_TOTAL_NA","XXX-01","2",9999,"2",19,10,2013,"TOTAL",NA,1.28146,0,1.28146,4.461892239453
"428",1.50279,"NA",0.21,124,"XXX-01_8_9999_2_19_10_2013_TOTAL_NA","XXX-01","8",9999,"2",19,10,2013,"TOTAL",NA,1.50279,0,1.50279,5.23253713617871
"429",2.06423,"NA",0.3,105,"XXX-01_9_9999_2_19_10_2013_TOTAL_NA","XXX-01","9",9999,"2",19,10,2013,"TOTAL",NA,2.06423,0,2.06423,7.18740484872416
"430",2.64282,"NA",0.37,86,"XXX-01_10_9999_2_19_10_2013_TOTAL_NA","XXX-01","10",9999,"2",19,10,2013,"TOTAL",NA,2.64282,0.21053539675709,2.64282,9.20198683397934
"431",3.65461,"NA",0.48,72,"XXX-01_11_9999_2_19_10_2013_TOTAL_NA","XXX-01","11",9999,"2",19,10,2013,"TOTAL",NA,3.65461,1.03205357215352,3.65461,12.7249200109464
"432",1.74096,"NA",0.25,124,"XXX-01_12_9999_2_19_10_2013_TOTAL_NA","XXX-01","12",9999,"2",19,10,2013,"TOTAL",NA,1.74096,0,1.74096,6.06181692225906
"433",1.7842,"NA",0.26,124,"XXX-01_19_9999_2_19_10_2013_TOTAL_NA","XXX-01","19",9999,"2",19,10,2013,"TOTAL",NA,1.7842,0,1.7842,6.21237349088699
"434",4.3102,"NA",0.6,57,"XXX-01_20_9999_2_19_10_2013_TOTAL_NA","XXX-01","20",9999,"2",19,10,2013,"TOTAL",NA,4.3102,1.56435681749905,4.3102,15.007606894082
"435",2.2697,"NA",0.32,100,"XXX-01_21_9999_2_19_10_2013_TOTAL_NA","XXX-01","21",9999,"2",19,10,2013,"TOTAL",NA,2.2697,0,2.2697,7.90282710025008
"436",1.76452,"NA",0.25,124,"XXX-01_22_9999_2_20_10_2013_TOTAL_NA","XXX-01","22",9999,"2",20,10,2013,"TOTAL",NA,1.76452,0,1.76452,6.14385005724689
"437",3.29725,"NA",0.47,72,"XXX-01_23_9999_2_20_10_2013_TOTAL_NA","XXX-01","23",9999,"2",20,10,2013,"TOTAL",NA,3.29725,0.7418967855084,3.29725,11.4806347342378
"438",1.97218,"NA",0.27,120,"XXX-01_24_9999_2_20_10_2013_TOTAL_NA","XXX-01","24",9999,"2",20,10,2013,"TOTAL",NA,1.97218,0,1.97218,6.86689762989435
"439",1.42268,"NA",0.19,124,"XXX-01_25_9999_2_20_10_2013_TOTAL_NA","XXX-01","25",9999,"2",20,10,2013,"TOTAL",NA,1.42268,0,1.42268,4.95360358592932
"440",3.17422,"NA",0.46,72,"XXX-01_16_9999_2_20_10_2013_TOTAL_NA","XXX-01","16",9999,"2",20,10,2013,"TOTAL",NA,3.17422,0.642003150347919,3.17422,11.0522588175335
"441",3.72487,"NA",0.58,57,"XXX-01_17_9999_2_20_10_2013_TOTAL_NA","XXX-01","17",9999,"2",20,10,2013,"TOTAL",NA,3.72487,1.08910085173066,3.72487,12.9695570255578
"442",2.3501,"NA",0.34,96,"XXX-01_18_9999_2_20_10_2013_TOTAL_NA","XXX-01","18",9999,"2",20,10,2013,"TOTAL",NA,2.3501,0,2.3501,8.18277039621876
"443",1.99464,"NA",0.28,115,"XXX-01_13_9999_2_20_10_2013_TOTAL_NA","XXX-01","13",9999,"2",20,10,2013,"TOTAL",NA,1.99464,0,1.99464,6.94510069491246
"444",1.87809,"NA",0.27,120,"XXX-01_14_9999_2_20_10_2013_TOTAL_NA","XXX-01","14",9999,"2",20,10,2013,"TOTAL",NA,1.87809,0,1.87809,6.5392873722116
"445",1.77889,"NA",0.24,124,"XXX-01_15_9999_2_20_10_2013_TOTAL_NA","XXX-01","15",9999,"2",20,10,2013,"TOTAL",NA,1.77889,0,1.77889,6.19388469857861
"446",2.8719,"NA",0.4,81,"XXX-01_5_9999_2_20_10_2013_TOTAL_NA","XXX-01","5",9999,"2",20,10,2013,"TOTAL",NA,2.8719,0.396535835207574,2.8719,9.99961631458263
"447",2.04055,"NA",0.31,105,"XXX-01_6_9999_2_20_10_2013_TOTAL_NA","XXX-01","6",9999,"2",20,10,2013,"TOTAL",NA,2.04055,0,2.04055,7.10495388792144
"448",0.81249,"NA",0.13,124,"XXX-01_7_9999_2_20_10_2013_TOTAL_NA","XXX-01","7",9999,"2",20,10,2013,"TOTAL",NA,0.81249,-0.275592517111748,0.81249,2.82899413608943
"449",1.1432,"NA",0.15,120,"XXX-01_3_9999_2_20_10_2013_TOTAL_NA","XXX-01","3",9999,"2",20,10,2013,"TOTAL",NA,1.1432,-0.0070740737733535,1.1432,3.98048726307701
"450",2.60808,"NA",0.34,96,"XXX-01_4_9999_2_20_10_2013_TOTAL_NA","XXX-01","4",9999,"2",20,10,2013,"TOTAL",NA,2.60808,0.182328415651059,2.60808,9.08102626057198
"451",2.54713,"NA",0.36,91,"XXX-01_1_9999_2_20_11_2013_TOTAL_NA","XXX-01","1",9999,"2",20,11,2013,"TOTAL",NA,2.54713,0.132840347187828,2.54713,8.86880556543155
"452",1.21086,"NA",0.17,124,"XXX-01_2_9999_2_20_11_2013_TOTAL_NA","XXX-01","2",9999,"2",20,11,2013,"TOTAL",NA,1.21086,0,1.21086,4.21607138503274
"453",1.53257,"NA",0.21,124,"XXX-01_8_9999_2_20_11_2013_TOTAL_NA","XXX-01","8",9999,"2",20,11,2013,"TOTAL",NA,1.53257,0,1.53257,5.33622757590442
"454",2.63907,"NA",0.38,86,"XXX-01_9_9999_2_20_11_2013_TOTAL_NA","XXX-01","9",9999,"2",20,11,2013,"TOTAL",NA,2.63907,0.207490601732691,2.63907,9.18892977726438
"455",2.25449,"NA",0.33,100,"XXX-01_10_9999_2_20_11_2013_TOTAL_NA","XXX-01","10",9999,"2",20,11,2013,"TOTAL",NA,2.25449,0,2.25449,7.84986767821421
"456",2.16263,"NA",0.33,100,"XXX-01_11_9999_2_20_11_2013_TOTAL_NA","XXX-01","11",9999,"2",20,11,2013,"TOTAL",NA,2.16263,0,2.16263,7.53002201692463
"457",2.42129,"NA",0.35,91,"XXX-01_12_9999_2_20_11_2013_TOTAL_NA","XXX-01","12",9999,"2",20,11,2013,"TOTAL",NA,2.42129,0.0306651456223968,2.42129,8.4306455608955
"458",2.14741,"NA",0.31,105,"XXX-01_19_9999_2_20_11_2013_TOTAL_NA","XXX-01","19",9999,"2",20,11,2013,"TOTAL",NA,2.14741,0,2.14741,7.47702777607085
"459",1.65823,"NA",0.23,124,"XXX-01_20_9999_2_20_11_2013_TOTAL_NA","XXX-01","20",9999,"2",20,11,2013,"TOTAL",NA,1.65823,0,1.65823,5.77376084171815
"460",3.29163,"NA",0.45,76,"XXX-01_21_9999_2_20_11_2013_TOTAL_NA","XXX-01","21",9999,"2",20,11,2013,"TOTAL",NA,3.29163,0.737333652698501,3.29163,11.4610665585743
"461",3.07865,"NA",0.39,86,"XXX-01_22_9999_2_20_11_2013_TOTAL_NA","XXX-01","22",9999,"2",20,11,2013,"TOTAL",NA,3.07865,0.564405534219437,3.07865,10.7194953748006
"462",3.862,"NA",0.57,57,"XXX-01_23_9999_2_20_11_2013_TOTAL_NA","XXX-01","23",9999,"2",20,11,2013,"TOTAL",NA,3.862,1.20044291618288,3.862,13.4470274755103
"463",2.11995,"NA",0.3,110,"XXX-01_24_9999_2_20_11_2013_TOTAL_NA","XXX-01","24",9999,"2",20,11,2013,"TOTAL",NA,2.11995,0,2.11995,7.38141530209946
"464",4.09801,"NA",0.62,52,"XXX-01_25_9999_2_20_11_2013_TOTAL_NA","XXX-01","25",9999,"2",20,11,2013,"TOTAL",NA,4.09801,1.39207013583846,4.09801,14.2687863969229
"465",2.78321,"NA",0.38,86,"XXX-01_16_9999_2_20_11_2013_TOTAL_NA","XXX-01","16",9999,"2",20,11,2013,"TOTAL",NA,2.78321,0.324524403017189,2.78321,9.69080821856942
"466",2.53146,"NA",0.36,91,"XXX-01_17_9999_2_20_11_2013_TOTAL_NA","XXX-01","17",9999,"2",20,11,2013,"TOTAL",NA,2.53146,0.120117163712539,2.53146,8.81424447777198
"467",3.18465,"NA",0.53,62,"XXX-01_18_9999_2_20_11_2013_TOTAL_NA","XXX-01","18",9999,"2",20,11,2013,"TOTAL",NA,3.18465,0.650471740242447,3.18465,11.08857484461
"468",1.82529,"NA",0.26,120,"XXX-01_13_9999_2_20_11_2013_TOTAL_NA","XXX-01","13",9999,"2",20,11,2013,"TOTAL",NA,1.82529,0,1.82529,6.35544401366501
"469",4.4157,"NA",0.67,48,"XXX-01_14_9999_2_20_11_2013_TOTAL_NA","XXX-01","14",9999,"2",20,11,2013,"TOTAL",NA,4.4157,1.65001705085214,4.4157,15.3749454229961
"470",1.78478,"NA",0.25,124,"XXX-01_15_9999_2_20_11_2013_TOTAL_NA","XXX-01","15",9999,"2",20,11,2013,"TOTAL",NA,1.78478,0,1.78478,6.21439298232557
"471",3.20503,"NA",0.51,62,"XXX-01_5_9999_2_20_11_2013_TOTAL_NA","XXX-01","5",9999,"2",20,11,2013,"TOTAL",NA,3.20503,0.667019186268381,3.20503,11.1595355955036
"472",1.98601,"NA",0.31,105,"XXX-01_6_9999_2_20_11_2013_TOTAL_NA","XXX-01","6",9999,"2",20,11,2013,"TOTAL",NA,1.98601,0,1.98601,6.91505205505911
"473",0.71568,"NA",0.11,124,"XXX-01_7_9999_2_20_11_2013_TOTAL_NA","XXX-01","7",9999,"2",20,11,2013,"TOTAL",NA,0.71568,-0.354196945461631,0.71568,2.4919131599361
"474",1.43193,"NA",0.2,124,"XXX-01_4_9999_2_20_11_2013_TOTAL_NA","XXX-01","4",9999,"2",20,11,2013,"TOTAL",NA,1.43193,0,1.43193,4.98581099249288
"475",4.23554,"NA",0.61,52,"XXX-01_3_9999_2_20_11_2013_TOTAL_NA","XXX-01","3",9999,"2",20,11,2013,"TOTAL",NA,4.23554,1.50373697842661,4.23554,14.7476495995917
"476",2.54683,"NA",0.36,91,"XXX-01_1_9999_2_9_12_2013_TOTAL_NA","XXX-01","1",9999,"2",9,12,2013,"TOTAL",NA,2.54683,0.132596763585876,2.54683,8.86776100089435
"477",2.45224,"NA",0.34,96,"XXX-01_2_9999_2_9_12_2013_TOTAL_NA","XXX-01","2",9999,"2",9,12,2013,"TOTAL",NA,2.45224,0.0557948538904365,2.45224,8.53840980231628
"478",1.54245,"NA",0.22,124,"XXX-01_8_9999_2_9_12_2013_TOTAL_NA","XXX-01","8",9999,"2",9,12,2013,"TOTAL",NA,1.54245,0,1.54245,5.37062856799609
"479",1.56975,"NA",0.22,124,"XXX-01_9_9999_2_9_12_2013_TOTAL_NA","XXX-01","9",9999,"2",9,12,2013,"TOTAL",NA,1.56975,0,1.56975,5.46568394088098
"480",2.58952,"NA",0.35,96,"XXX-01_10_9999_2_9_12_2013_TOTAL_NA","XXX-01","10",9999,"2",9,12,2013,"TOTAL",NA,2.58952,0.167258710143633,2.58952,9.01640253453742
"481",2.69903,"NA",0.37,86,"XXX-01_11_9999_2_9_12_2013_TOTAL_NA","XXX-01","11",9999,"2",9,12,2013,"TOTAL",NA,2.69903,0.256174844309481,2.69903,9.39770340943207
"482",3.03473,"NA",0.42,76,"XXX-01_12_9999_2_9_12_2013_TOTAL_NA","XXX-01","12",9999,"2",9,12,2013,"TOTAL",NA,3.03473,0.528744894893676,3.03473,10.566571126555
"483",4.62632,"NA",0.66,52,"XXX-01_19_9999_2_9_12_2013_TOTAL_NA","XXX-01","19",9999,"2",9,12,2013,"TOTAL",NA,4.62632,1.82102897832918,4.62632,16.1082993657439
"484",4.31736,"NA",0.62,52,"XXX-01_20_9999_2_9_12_2013_TOTAL_NA","XXX-01","20",9999,"2",9,12,2013,"TOTAL",NA,4.31736,1.5701703461323,4.31736,15.0325371677031
"485",1.86662,"NA",0.28,115,"XXX-01_21_9999_2_9_12_2013_TOTAL_NA","XXX-01","21",9999,"2",9,12,2013,"TOTAL",NA,1.86662,0,1.86662,6.49935018807279
"486",2.3737,"NA",0.33,96,"XXX-01_22_9999_2_9_12_2013_TOTAL_NA","XXX-01","22",9999,"2",9,12,2013,"TOTAL",NA,2.3737,0,2.3737,8.26494280647822
"487",2.66897,"NA",0.38,67,"XXX-01_23_9999_2_9_12_2013_TOTAL_NA","XXX-01","23",9999,"2",9,12,2013,"TOTAL",NA,2.66897,0.231767767393899,2.66897,9.29303804280497
"488",NA,"not enough EGM values for fitting curve",0.37,86,"XXX-01_23_9999_2_10_12_2013_TOTAL_NA","XXX-01","23",9999,"2",10,12,2013,"TOTAL",NA,2.59149123585747,0.168859245911831,2.59149123585747,9.02326614477463
"489",0.98473,"NA",0.14,124,"XXX-01_24_9999_2_10_12_2013_TOTAL_NA","XXX-01","24",9999,"2",10,12,2013,"TOTAL",NA,0.98473,-0.135743051777754,0.98473,3.42871345571188
"490",2.77545,"NA",0.4,81,"XXX-01_25_9999_2_10_12_2013_TOTAL_NA","XXX-01","25",9999,"2",10,12,2013,"TOTAL",NA,2.77545,0.318223707180033,2.77545,9.66378881587394
"491",1.07146,"NA",0.15,124,"XXX-01_18_9999_2_10_12_2013_TOTAL_NA","XXX-01","18",9999,"2",10,12,2013,"TOTAL",NA,1.07146,-0.0653230324534551,1.07146,3.73069706341541
"492",1.93825,"NA",0.26,124,"XXX-01_17_9999_2_10_12_2013_TOTAL_NA","XXX-01","17",9999,"2",10,12,2013,"TOTAL",NA,1.93825,0,1.93825,6.74875738073742
"493",2.99193,"NA",0.42,76,"XXX-01_16_9999_2_10_12_2013_TOTAL_NA","XXX-01","16",9999,"2",10,12,2013,"TOTAL",NA,2.99193,0.493993634348536,2.99193,10.417546585915
"494",2.19504,"NA",0.31,105,"XXX-01_15_9999_2_10_12_2013_TOTAL_NA","XXX-01","15",9999,"2",10,12,2013,"TOTAL",NA,2.19504,0,2.19504,7.64286980575976
"495",2.77388,"NA",0.38,86,"XXX-01_14_9999_2_10_12_2013_TOTAL_NA","XXX-01","14",9999,"2",10,12,2013,"TOTAL",NA,2.77388,0.316948952996485,2.77388,9.65832226146261
"496",3.1175,"NA",0.44,72,"XXX-01_13_9999_2_10_12_2013_TOTAL_NA","XXX-01","13",9999,"2",10,12,2013,"TOTAL",NA,3.1175,0.59594961067221,3.1175,10.8547664823675
"497",1.62771,"NA",0.23,124,"XXX-01_7_9999_2_10_12_2013_TOTAL_NA","XXX-01","7",9999,"2",10,12,2013,"TOTAL",NA,1.62771,0,1.62771,5.66749380946735
"498",1.10899,"NA",0.2,124,"XXX-01_6_9999_2_10_12_2013_TOTAL_NA","XXX-01","6",9999,"2",10,12,2013,"TOTAL",NA,1.10899,-0.0348507238492705,1.10899,3.8613720870187
"499",1.63275,"NA",0.22,124,"XXX-01_4_9999_2_10_12_2013_TOTAL_NA","XXX-01","4",9999,"2",10,12,2013,"TOTAL",NA,1.63275,0,1.63275,5.68504249369226
"500",2.0316,"NA",0.28,115,"XXX-01_3_9999_2_10_12_2013_TOTAL_NA","XXX-01","3",9999,"2",10,12,2013,"TOTAL",NA,2.0316,0,2.0316,7.07379104589508
"501",2.48861,"NA",0.34,96,"XXX-01_1_9999_2_12_1_2014_TOTAL_NA","XXX-01","1",9999,"2",12,1,2014,"TOTAL",NA,2.48861,0.085325305900407,2.48861,8.66504584304241
"502",2.21933,"NA",0.3,110,"XXX-01_2_9999_2_12_1_2014_TOTAL_NA","XXX-01","2",9999,"2",12,1,2014,"TOTAL",NA,2.21933,0,2.21933,7.72744471445478
"503",2.34368,"NA",0.32,100,"XXX-01_8_9999_2_12_1_2014_TOTAL_NA","XXX-01","8",9999,"2",12,1,2014,"TOTAL",NA,2.34368,0,2.34368,8.16041671512275
"504",2.41482,"NA",0.33,100,"XXX-01_9_9999_2_12_1_2014_TOTAL_NA","XXX-01","9",9999,"2",12,1,2014,"TOTAL",NA,2.41482,0.025411859273634,2.41482,8.40811778570996
"505",1.15123,"NA",0.16,124,"XXX-01_10_9999_2_12_1_2014_TOTAL_NA","XXX-01","10",9999,"2",12,1,2014,"TOTAL",NA,1.15123,-0.000554152694440545,1.15123,4.00844677385597
"506",1.93944,"NA",0.27,120,"XXX-01_11_9999_2_12_1_2014_TOTAL_NA","XXX-01","11",9999,"2",12,1,2014,"TOTAL",NA,1.93944,0,1.93944,6.7529008200683
"507",0.93466,"NA",0.13,124,"XXX-01_12_9999_2_12_1_2014_TOTAL_NA","XXX-01","12",9999,"2",12,1,2014,"TOTAL",NA,0.93466,-0.176397154943529,0.93466,3.25437563445378
"508",1.16394,"NA",0.15,124,"XXX-01_19_9999_2_12_1_2014_TOTAL_NA","XXX-01","19",9999,"2",12,1,2014,"TOTAL",NA,1.16394,0,1.16394,4.0527014914152
"509",1.97379,"NA",0.27,120,"XXX-01_20_9999_2_12_1_2014_TOTAL_NA","XXX-01","20",9999,"2",12,1,2014,"TOTAL",NA,1.97379,0,1.97379,6.8725034595773
"510",1.70355,"NA",0.23,124,"XXX-01_21_9999_2_12_1_2014_TOTAL_NA","XXX-01","21",9999,"2",12,1,2014,"TOTAL",NA,1.70355,0,1.70355,5.93155972447064
"511",1.64849,"NA",0.22,124,"XXX-01_22_9999_2_12_1_2014_TOTAL_NA","XXX-01","22",9999,"2",12,1,2014,"TOTAL",NA,1.64849,0,1.64849,5.73984731307717
"512",1.74793,"NA",0.24,124,"XXX-01_23_9999_2_12_1_2014_TOTAL_NA","XXX-01","23",9999,"2",12,1,2014,"TOTAL",NA,1.74793,0,1.74793,6.08608563833992
"513",1.74301,"NA",0.24,124,"XXX-01_24_9999_2_12_1_2014_TOTAL_NA","XXX-01","24",9999,"2",12,1,2014,"TOTAL",NA,1.74301,0,1.74301,6.0689547799299
"514",1.57988,"NA",0.22,124,"XXX-01_25_9999_2_12_1_2014_TOTAL_NA","XXX-01","25",9999,"2",12,1,2014,"TOTAL",NA,1.57988,0,1.57988,5.50095540342032
"515",1.36596,"NA",0.19,124,"XXX-01_16_9999_2_12_1_2014_TOTAL_NA","XXX-01","16",9999,"2",12,1,2014,"TOTAL",NA,1.36596,0,1.36596,4.75611125076336
"516",1.978,"NA",0.26,105,"XXX-01_17_9999_2_12_1_2014_TOTAL_NA","XXX-01","17",9999,"2",12,1,2014,"TOTAL",NA,1.978,0,1.978,6.88716218191596
"517",1.74812,"NA",0.24,124,"XXX-01_18_9999_2_12_1_2014_TOTAL_NA","XXX-01","18",9999,"2",12,1,2014,"TOTAL",NA,1.74812,0,1.74812,6.08674719588014
"518",1.70203,"NA",0.23,124,"XXX-01_13_9999_2_12_1_2014_TOTAL_NA","XXX-01","13",9999,"2",12,1,2014,"TOTAL",NA,1.70203,0,1.70203,5.92626726414885
"519",1.30139,"NA",0.18,124,"XXX-01_14_9999_2_12_1_2014_TOTAL_NA","XXX-01","14",9999,"2",12,1,2014,"TOTAL",NA,1.30139,0,1.30139,4.53128614354075
"520",1.39711,"NA",0.19,124,"XXX-01_15_9999_2_12_1_2014_TOTAL_NA","XXX-01","15",9999,"2",12,1,2014,"TOTAL",NA,1.39711,0,1.39711,4.86457186854227
"521",0.99938,"NA",0.13,124,"XXX-01_5_9999_2_12_1_2014_TOTAL_NA","XXX-01","5",9999,"2",12,1,2014,"TOTAL",NA,0.99938,-0.123848052549102,0.99938,3.47972302394498
"522",1.01696,"NA",0.13,124,"XXX-01_6_9999_2_12_1_2014_TOTAL_NA","XXX-01","6",9999,"2",12,1,2014,"TOTAL",NA,1.01696,-0.10957405347472,1.01696,3.5409345058247
"523",1.17223,"NA",0.16,124,"XXX-01_7_9999_2_12_1_2014_TOTAL_NA","XXX-01","7",9999,"2",12,1,2014,"TOTAL",NA,1.17223,0,1.17223,4.08156629145973
"524",0.97826,"NA",0.14,124,"XXX-01_3_9999_2_12_1_2014_TOTAL_NA","XXX-01","3",9999,"2",12,1,2014,"TOTAL",NA,0.97826,-0.140996338126517,0.97826,3.40618568052634
"525",1.51584,"NA",0.21,124,"XXX-01_4_9999_2_12_1_2014_TOTAL_NA","XXX-01","4",9999,"2",12,1,2014,"TOTAL",NA,1.51584,0,1.51584,5.27797569354676
"526",1.41544,"NA",0.19,124,"XXX-01_1_9999_2_9_2_2014_TOTAL_NA","XXX-01","1",9999,"2",9,2,2014,"TOTAL",NA,1.41544,0,1.41544,4.92839476176498
"527",1.07483,"NA",0.16,124,"XXX-01_2_9999_2_9_2_2014_TOTAL_NA","XXX-01","2",9999,"2",9,2,2014,"TOTAL",NA,1.07483,-0.0625867766581953,1.07483,3.74243100504991
"528",1.38346,"NA",0.2,124,"XXX-01_8_9999_2_9_2_2014_TOTAL_NA","XXX-01","8",9999,"2",9,2,2014,"TOTAL",NA,1.38346,0,1.38346,4.81704418209983
"529",1.22281,"NA",0.17,124,"XXX-01_9_9999_2_9_2_2014_TOTAL_NA","XXX-01","9",9999,"2",9,2,2014,"TOTAL",NA,1.22281,0,1.22281,4.25767987243107
"530",1.40021,"NA",0.2,124,"XXX-01_10_9999_2_9_2_2014_TOTAL_NA","XXX-01","10",9999,"2",9,2,2014,"TOTAL",NA,1.40021,0,1.40021,4.8753657020933
"531",1.58545,"NA",0.22,124,"XXX-01_11_9999_2_9_2_2014_TOTAL_NA","XXX-01","11",9999,"2",9,2,2014,"TOTAL",NA,1.58545,0,1.58545,5.52034948499427
"532",0.33884,"NA",0.06,124,"XXX-01_12_9999_2_9_2_2014_TOTAL_NA","XXX-01","12",9999,"2",9,2,2014,"TOTAL",NA,0.33884,-0.660170427326832,0.33884,1.1798008259456
"533",1.24823,"NA",0.18,124,"XXX-01_19_9999_2_9_2_2014_TOTAL_NA","XXX-01","19",9999,"2",9,2,2014,"TOTAL",NA,1.24823,0,1.24823,4.34618930754952
"534",1.12698,"NA",0.16,124,"XXX-01_20_9999_2_9_2_2014_TOTAL_NA","XXX-01","20",9999,"2",9,2,2014,"TOTAL",NA,1.12698,-0.0202438271855537,1.12698,3.92401114043258
"535",1.17484,"NA",0.16,124,"XXX-01_21_9999_2_9_2_2014_TOTAL_NA","XXX-01","21",9999,"2",9,2,2014,"TOTAL",NA,1.17484,0,1.17484,4.09065400293334
"536",1.42568,"NA",0.23,124,"XXX-01_22_9999_2_9_2_2014_TOTAL_NA","XXX-01","22",9999,"2",9,2,2014,"TOTAL",NA,1.42568,0,1.42568,4.96404923130129
"537",1.0217,"NA",0.14,124,"XXX-01_23_9999_2_9_2_2014_TOTAL_NA","XXX-01","23",9999,"2",9,2,2014,"TOTAL",NA,1.0217,-0.10572543256388,1.0217,3.5574386255124
"538",1.33901,"NA",0.2,124,"XXX-01_24_9999_2_9_2_2014_TOTAL_NA","XXX-01","24",9999,"2",9,2,2014,"TOTAL",NA,1.33901,0,1.33901,4.6622745365052
"539",0.77123,"NA",0.11,124,"XXX-01_25_9999_2_9_2_2014_TOTAL_NA","XXX-01","25",9999,"2",9,2,2014,"TOTAL",NA,0.77123,-0.309093381833535,0.77123,2.685331693407
"540",2.8499,"NA",0.45,72,"XXX-01_16_9999_2_9_2_2014_TOTAL_NA","XXX-01","16",9999,"2",9,2,2014,"TOTAL",NA,2.8499,0.3786730377311,2.8499,9.92301491518822
"541",2.92154,"NA",0.42,81,"XXX-01_17_9999_2_9_2_2014_TOTAL_NA","XXX-01","17",9999,"2",9,2,2014,"TOTAL",NA,2.92154,0.436840801877218,2.92154,10.1724569266708
"542",2.18793,"NA",0.3,110,"XXX-01_18_9999_2_9_2_2014_TOTAL_NA","XXX-01","18",9999,"2",9,2,2014,"TOTAL",NA,2.18793,0,2.18793,7.6181136262282
"543",2.01742,"NA",0.29,115,"XXX-01_13_9999_2_9_2_2014_TOTAL_NA","XXX-01","13",9999,"2",9,2,2014,"TOTAL",NA,2.01742,0,2.01742,7.02441796210359
